player,display_name,photo,flag,club_logo,club,theme_color
DESCHILDRE Catherine,DESCHILDRE Catherine,assets/players/deschildre-catherine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DESCHILDRE Jean-Jacques,DESCHILDRE Jean-Jacques,assets/players/deschildre-jean-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DESLAIS Jean-Luc,DESLAIS Jean-Luc,assets/players/deslais-jean-luc.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
DESOIGNIES Daniel,DESOIGNIES Daniel,assets/players/desoignies-daniel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DEVAULT Xavier,DEVAULT Xavier,assets/players/devault-xavier.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
DEVAUX Denis,DEVAUX Denis,assets/players/devaux-denis.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
DEVERGIE Jean-Pierre,DEVERGIE Jean-Pierre,assets/players/devergie-jean-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#DC2626
DEVOUASSOUX Axel,DEVOUASSOUX Axel,assets/players/devouassoux-axel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DI GIOSIA Pasquale,DI GIOSIA Pasquale,assets/players/di-giosia-pasquale.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DIDIERJEAN Daniel,DIDIERJEAN Daniel,assets/players/didierjean-daniel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DINOMAIS Hervé,DINOMAIS Hervé,assets/players/dinomais-herve.png,assets/flags/fr.png,assets/clubs/reze.png,Rezé,#059669
DOLY Christian,DOLY Christian,assets/players/doly-christian.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
DONALISIO Christine,DONALISIO Christine,assets/players/donalisio-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DORÉE Guillaume,DORÉE Guillaume,assets/players/doree-guillaume.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DOUARRE Muguette,DOUARRE Muguette,assets/players/douarre-muguette.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
DOUMERC Nicole,DOUMERC Nicole,assets/players/doumerc-nicole.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DREMIER Cécile,DREMIER Cécile,assets/players/dremier-cecile.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
DRIVIÈRE Christian,DRIVIÈRE Christian,assets/players/driviere-christian.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DROUILLET Suzanne,DROUILLET Suzanne,assets/players/drouillet-suzanne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUBO Michèle,DUBO Michèle,assets/players/dubo-michele.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUBOIS Constance,DUBOIS Constance,assets/players/dubois-constance.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
DUBOIS Estelle,DUBOIS Estelle,assets/players/dubois-estelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUBOIS Pierre,DUBOIS Pierre,assets/players/dubois-pierre.png,assets/flags/fr.png,assets/clubs/saint-quentin.png,Saint-Quentin,#DC2626
DUBRAY Yannick,DUBRAY Yannick,assets/players/dubray-yannick.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
DUBUIS Christian,DUBUIS Christian,assets/players/dubuis-christian.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
DUCHAINE Laurent,DUCHAINE Laurent,assets/players/duchaine-laurent.png,assets/flags/fr.png,assets/clubs/tarbes-nord.png,Tarbes-Nord,#EA580C
DUCLOUX Brian,DUCLOUX Brian,assets/players/ducloux-brian.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUDOME Georges,DUDOME Georges,assets/players/dudome-georges.png,assets/flags/be.png,assets/clubs/chimay.png,Chimay,#F59E0B
DUMAS Emmanuel,DUMAS Emmanuel,assets/players/dumas-emmanuel.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
DUMAS Geneviève,DUMAS Geneviève,assets/players/dumas-genevieve.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
DUMONCEAU Frédéric,DUMONCEAU Frédéric,assets/players/dumonceau-frederic.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
DUNEZ Christophe,DUNEZ Christophe,assets/players/dunez-christophe.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUPIC Jacques,DUPIC Jacques,assets/players/dupic-jacques.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La Roche-sur-Yon,#0F766E
DUPIRE Jacques,DUPIRE Jacques,assets/players/dupire-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUPONCHEL Jérôme,DUPONCHEL Jérôme,assets/players/duponchel-jerome.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
DUPORT Damien,DUPORT Damien,assets/players/duport-damien.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
DUPUY Nathalie,DUPUY Nathalie,assets/players/dupuy-nathalie.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#DB2777
DURAND Catherine,DURAND Catherine,assets/players/durand-catherine.png,assets/flags/fr.png,assets/clubs/luce.png,Lucé,#111827
DURAND Emmanuel,DURAND Emmanuel,assets/players/durand-emmanuel.png,assets/flags/fr.png,assets/clubs/sainte-jamme-le-mans.png,Sainte-Jamme-le-Mans,#2563EB
DURAND Jean-Marc,DURAND Jean-Marc,assets/players/durand-jean-marc.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
DURAND Michèle,DURAND Michèle,assets/players/durand-michele.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
DUTERTRE Brigitte,DUTERTRE Brigitte,assets/players/dutertre-brigitte.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUVAL Guillaume,DUVAL Guillaume,assets/players/duval-guillaume.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUVAL Philippe,DUVAL Philippe,assets/players/duval-philippe.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ELIE Christine,ELIE Christine,assets/players/elie-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ENCARNACAO Daniel,ENCARNACAO Daniel,assets/players/encarnacao-daniel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ENDELIN Marie,ENDELIN Marie,assets/players/endelin-marie.png,assets/flags/fr.png,assets/clubs/royan.png,Royan,#0F766E
ESCALLON Danielle,ESCALLON Danielle,assets/players/escallon-danielle.png,assets/flags/fr.png,assets/clubs/saint-martin-dheres.png,Saint-Martin-d'Hères,#1D4ED8
ESCRIVA Marie-Claire,ESCRIVA Marie-Claire,assets/players/escriva-marie-claire.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ESKENAZI David,ESKENAZI David,assets/players/eskenazi-david.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FARIGOUL Nadine,FARIGOUL Nadine,assets/players/farigoul-nadine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FAUQUEMBERGUE Sylvestre,FAUQUEMBERGUE Sylvestre,assets/players/fauquembergue-sylvestre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FAURE Chrystel,FAURE Chrystel,assets/players/faure-chrystel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FAURE Gilles,FAURE Gilles,assets/players/faure-gilles.png,assets/flags/fr.png,assets/clubs/tarare.png,Tarare,#1D4ED8
FAURE Sylvie,FAURE Sylvie,assets/players/faure-sylvie.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FAUVEL Maurice,FAUVEL Maurice,assets/players/fauvel-maurice.png,assets/flags/fr.png,assets/clubs/default.png,,#6B7280
FAYOLA Martine,FAYOLA Martine,assets/players/fayola-martine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FERRET Romain,FERRET Romain,assets/players/ferret-romain.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
FIÉVET Anne-Marie,FIÉVET Anne-Marie,assets/players/fievet-anne-marie.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FLAHAUT Francis,FLAHAUT Francis,assets/players/flahaut-francis.png,assets/flags/fr.png,assets/clubs/saint-martin-au-laert.png,Saint-Martin-au-Laert,#DC2626
FLORET Joël,FLORET Joël,assets/players/floret-joel.png,assets/flags/fr.png,assets/clubs/default.png,,#DC2626
FOLTZ Laurent,FOLTZ Laurent,assets/players/foltz-laurent.png,assets/flags/fr.png,assets/clubs/strasbourg.png,Strasbourg,#7C3AED
FONTANIÈRE Jean,FONTANIÈRE Jean,assets/players/fontaniere-jean.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
FONTANIÈRE Yvonne,FONTANIÈRE Yvonne,assets/players/fontaniere-yvonne.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
FONTENAY Philippe,FONTENAY Philippe,assets/players/fontenay-philippe.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FONTESSE Agnès,FONTESSE Agnès,assets/players/fontesse-agnes.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FOSSERIES David,FOSSERIES David,assets/players/fosseries-david.png,assets/flags/fr.png,assets/clubs/tarbes.png,Tarbes,#EA580C
FOUACHE Patrice,FOUACHE Patrice,assets/players/fouache-patrice.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FOUQUES Francine,FOUQUES Francine,assets/players/fouques-francine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FOUQUET Maryse,FOUQUET Maryse,assets/players/fouquet-maryse.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FOURY Christian,FOURY Christian,assets/players/foury-christian.png,assets/flags/fr.png,assets/clubs/paris.png,Paris,#111827
FOURY Jean-Jacques,FOURY Jean-Jacques,assets/players/foury-jean-jacques.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
FOURY Véronique,FOURY Véronique,assets/players/foury-veronique.png,assets/flags/fr.png,assets/clubs/paris.png,Paris,#111827
FRADIN Marie-José,FRADIN Marie-José,assets/players/fradin-marie-jose.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FRANÇOIS Corinne,FRANÇOIS Corinne,assets/players/francois-corinne.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
FRANÇOIS Michel,FRANÇOIS Michel,assets/players/francois-michel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
FRICAUD Hélène,FRICAUD Hélène,assets/players/fricaud-helene.png,assets/flags/fr.png,assets/clubs/tarare.png,Tarare,#1D4ED8
FRITSCH Pascal,FRITSCH Pascal,assets/players/fritsch-pascal.png,assets/flags/fr.png,assets/clubs/strasbourg.png,Strasbourg,#7C3AED
FROMONT Benjamin,FROMONT Benjamin,assets/players/fromont-benjamin.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
FRONTEAU Didier,FRONTEAU Didier,assets/players/fronteau-didier.png,assets/flags/fr.png,assets/clubs/luce.png,Lucé,#111827
GABRIELE Hector,GABRIELE Hector,assets/players/gabriele-hector.png,assets/flags/fr.png,assets/clubs/la-valette-du-var.png,La Valette du Var,#DB2777
GADEBOIS Patrick,GADEBOIS Patrick,assets/players/gadebois-patrick.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
GADUEL Éric,GADUEL Éric,assets/players/gaduel-eric.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GAGNAIRE Béatrice,GAGNAIRE Béatrice,assets/players/gagnaire-beatrice.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GALIPAUD Janine,GALIPAUD Janine,assets/players/galipaud-janine.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La Roche-sur-Yon,#0F766E
GALLAIS Monique,GALLAIS Monique,assets/players/gallais-monique.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GAMBART ALLOUCH Arthur,GAMBART ALLOUCH Arthur,assets/players/gambart-allouch-arthur.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GANE Véronique,GANE Véronique,assets/players/gane-veronique.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
GAUDIN Fabrice,GAUDIN Fabrice,assets/players/gaudin-fabrice.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GAUTHIER Wilfrid,GAUTHIER Wilfrid,assets/players/gauthier-wilfrid.png,assets/flags/fr.png,assets/clubs/saint-sulpice-de-royan.png,Saint-Sulpice-de-Royan,#059669
GAVAUDAN Nicole,GAVAUDAN Nicole,assets/players/gavaudan-nicole.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
GAZET Danièle,GAZET Danièle,assets/players/gazet-daniele.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GENEVOIS Annie,GENEVOIS Annie,assets/players/genevois-annie.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
GEOFFROIS Josiane,GEOFFROIS Josiane,assets/players/geoffrois-josiane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GEORGES Éric,GEORGES Éric,assets/players/georges-eric.png,assets/flags/fr.png,assets/clubs/bon-encontre.png,Bon-Encontre,#EA580C
GEOURJON Claude,GEOURJON Claude,assets/players/geourjon-claude.png,assets/flags/fr.png,assets/clubs/saint-flour.png,Saint-Flour,#1D4ED8
GERMAIN Élyane,GERMAIN Élyane,assets/players/germain-elyane.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
GESCHIER Marie-Claire,GESCHIER Marie-Claire,assets/players/geschier-marie-claire.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
GETZ Philippe,GETZ Philippe,assets/players/getz-philippe.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
GIANNONI Philippe,GIANNONI Philippe,assets/players/giannoni-philippe.png,assets/flags/fr.png,assets/clubs/bon-encontre.png,Bon-Encontre,#EA580C
GILLES Yohann,GILLES Yohann,assets/players/gilles-yohann.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GIRALDON Brigitte,GIRALDON Brigitte,assets/players/giraldon-brigitte.png,assets/flags/fr.png,assets/clubs/saint-flour.png,Saint-Flour,#1D4ED8
GIRARD Cyrille,GIRARD Cyrille,assets/players/girard-cyrille.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La Roche-sur-Yon,#0F766E
GIRCOUR Évelyne,GIRCOUR Évelyne,assets/players/gircour-evelyne.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
GIREAUD Thierry,GIREAUD Thierry,assets/players/gireaud-thierry.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GLONDU Georges,GLONDU Georges,assets/players/glondu-georges.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GLONDU Stéphane,GLONDU Stéphane,assets/players/glondu-stephane.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
GOBLED Annick,GOBLED Annick,assets/players/gobled-annick.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GODOY Rudy,GODOY Rudy,assets/players/godoy-rudy.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GONGASSIAN Michel,GONGASSIAN Michel,assets/players/gongassian-michel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GONTARD Serge,GONTARD Serge,assets/players/gontard-serge.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GONZALEZ Isabelle,GONZALEZ Isabelle,assets/players/gonzalez-isabelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GOSSELIN Serge,GOSSELIN Serge,assets/players/gosselin-serge.png,assets/flags/fr.png,assets/clubs/saint-martin-au-laert.png,Saint-Martin-au-Laert,#DC2626
GOUVE Agnès,GOUVE Agnès,assets/players/gouve-agnes.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRANGER Gérard,GRANGER Gérard,assets/players/granger-gerard.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRAVERINI Chantal,GRAVERINI Chantal,assets/players/graverini-chantal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRENTE Jean-Charles,GRENTE Jean-Charles,assets/players/grente-jean-charles.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRIMAULT Monique,GRIMAULT Monique,assets/players/grimault-monique.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRIMAULT Régis,GRIMAULT Régis,assets/players/grimault-regis.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GRÉARD Jacques,GRÉARD Jacques,assets/players/greard-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GUEGUEN Gilbert,GUEGUEN Gilbert,assets/players/gueguen-gilbert.png,assets/flags/fr.png,assets/clubs/brest.png,Brest,#2563EB
GUIBRETEAU Gabrièle,GUIBRETEAU Gabrièle,assets/players/guibreteau-gabriele.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GUICHARD Miguel,GUICHARD Miguel,assets/players/guichard-miguel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GUILCHER Mickaël,GUILCHER Mickaël,assets/players/guilcher-mickael.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
GUINOT Christèle,GUINOT Christèle,assets/players/guinot-christele.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
GUYONNET Renée,GUYONNET Renée,assets/players/guyonnet-renee.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
GÈNE Yves,GÈNE Yves,assets/players/gene-yves.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
GÉRAUT Roland,GÉRAUT Roland,assets/players/geraut-roland.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
HARAKATE Mounem,HARAKATE Mounem,assets/players/harakate-mounem.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
HARAMBURU Jean-Jacques,HARAMBURU Jean-Jacques,assets/players/haramburu-jean-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HARLAY François,HARLAY François,assets/players/harlay-francois.png,assets/flags/fr.png,assets/clubs/default.png,,#DC2626
HARLET Karine,HARLET Karine,assets/players/harlet-karine.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
HAU Claudine,HAU Claudine,assets/players/hau-claudine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HAYT Jean-Louis,HAYT Jean-Louis,assets/players/hayt-jean-louis.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HAZART Roseline,HAZART Roseline,assets/players/hazart-roseline.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HENNEUSE Florence,HENNEUSE Florence,assets/players/henneuse-florence.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HENNEUSE Pascal,HENNEUSE Pascal,assets/players/henneuse-pascal.png,assets/flags/fr.png,assets/clubs/villeneuve-dascq.png,Villeneuve d'Ascq,#DC2626
HERPIN Jacqueline,HERPIN Jacqueline,assets/players/herpin-jacqueline.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HEUZÉ Pascale,HEUZÉ Pascale,assets/players/heuze-pascale.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
HORENFELD Nadia,HORENFELD Nadia,assets/players/horenfeld-nadia.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HUBERT Florence,HUBERT Florence,assets/players/hubert-florence.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HUGERON Hervé,HUGERON Hervé,assets/players/hugeron-herve.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HULIN Gaëlle,HULIN Gaëlle,assets/players/hulin-gaelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HUMBERT Marie-Thérèse,HUMBERT Marie-Thérèse,assets/players/humbert-marie-therese.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
HURET Dominique,HURET Dominique,assets/players/huret-dominique.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
HÈCHES Laurent,HÈCHES Laurent,assets/players/heches-laurent.png,assets/flags/fr.png,assets/clubs/tarbes.png,Tarbes,#EA580C
HÉRY Bernadette,HÉRY Bernadette,assets/players/hery-bernadette.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
INOUSSA Abdel Hakim,INOUSSA Abdel Hakim,assets/players/inoussa-abdel-hakim.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
JACOUTOT Christiane,JACOUTOT Christiane,assets/players/jacoutot-christiane.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#1D4ED8
JACQUES Pascal,JACQUES Pascal,assets/players/jacques-pascal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
JEAN Annick,JEAN Annick,assets/players/jean-annick.png,assets/flags/fr.png,assets/clubs/les-oursons.png,Les Oursons,#0F766E
JEAN Carine,JEAN Carine,assets/players/jean-carine.png,assets/flags/fr.png,assets/clubs/les-oursons.png,Les Oursons,#0F766E
JEANCOLAS Cédric,JEANCOLAS Cédric,assets/players/jeancolas-cedric.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
JEANMOUGIN Chantal,JEANMOUGIN Chantal,assets/players/jeanmougin-chantal.png,assets/flags/fr.png,assets/clubs/peronnas.png,Péronnas,#1D4ED8
JEDRZEJEWSKI Ézekhiel,JEDRZEJEWSKI Ézekhiel,assets/players/jedrzejewski-ezekhiel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
JOBY Antoine,JOBY Antoine,assets/players/joby-antoine.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
JOLY Annie,JOLY Annie,assets/players/joly-annie.png,assets/flags/fr.png,assets/clubs/calais.png,Calais,#DC2626
JOMARD Jean-Maurice,JOMARD Jean-Maurice,assets/players/jomard-jean-maurice.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
JOUBERT Arlette,JOUBERT Arlette,assets/players/joubert-arlette.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
JOUBERT Josyane,JOUBERT Josyane,assets/players/joubert-josyane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
JUBIN Monique,JUBIN Monique,assets/players/jubin-monique.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
JURY Nicole,JURY Nicole,assets/players/jury-nicole.png,assets/flags/fr.png,assets/clubs/le-creusot.png,Le Creusot,#1D4ED8
JUSTET Myriam,JUSTET Myriam,assets/players/justet-myriam.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
KABALISA Timeo,KABALISA Timeo,assets/players/kabalisa-timeo.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
KALWAROWSKI Brigitte,KALWAROWSKI Brigitte,assets/players/kalwarowski-brigitte.png,assets/flags/fr.png,assets/clubs/paris.png,Paris,#111827
KERBIRIOU Jean-Luc,KERBIRIOU Jean-Luc,assets/players/kerbiriou-jean-luc.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
KMIECIAK Pierre,KMIECIAK Pierre,assets/players/kmieciak-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
KOHEN Lucienne,KOHEN Lucienne,assets/players/kohen-lucienne.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
KOUDJONOU Koffi,KOUDJONOU Koffi,assets/players/koudjonou-koffi.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
LACOMME Josette,LACOMME Josette,assets/players/lacomme-josette.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LACOUT Jean-Michel,LACOUT Jean-Michel,assets/players/lacout-jean-michel.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
LALOÉ Guillaume,LALOÉ Guillaume,assets/players/laloe-guillaume.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LAMBERT Bernadette,LAMBERT Bernadette,assets/players/lambert-bernadette.png,assets/flags/be.png,assets/clubs/montegnee.png,Montegnée,#F59E0B
LAMOTE Armand,LAMOTE Armand,assets/players/lamote-armand.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LANDEMAINE Thierry,LANDEMAINE Thierry,assets/players/landemaine-thierry.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
LANDREAU Alain,LANDREAU Alain,assets/players/landreau-alain.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LANGRAND Patrick,LANGRAND Patrick,assets/players/langrand-patrick.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LARDIÈRE Karine,LARDIÈRE Karine,assets/players/lardiere-karine.png,assets/flags/fr.png,assets/clubs/default.png,,#DC2626
LARMINIER Hervé,LARMINIER Hervé,assets/players/larminier-herve.png,assets/flags/fr.png,assets/clubs/fontenay-sous-bois.png,Fontenay-sous-Bois,#111827
LAUNAY Monique,LAUNAY Monique,assets/players/launay-monique.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
LAVEISSIÈRE Philippe,LAVEISSIÈRE Philippe,assets/players/laveissiere-philippe.png,assets/flags/fr.png,assets/clubs/marseille.png,Marseille,#DB2777
LE BEC Gaël,LE BEC Gaël,assets/players/le-bec-gael.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LE GOFF Andrée,LE GOFF Andrée,assets/players/le-goff-andree.png,assets/flags/fr.png,assets/clubs/paray-vieille-poste.png,Paray-Vieille-Poste,#111827
LE GUILLOUX Ronan,LE GUILLOUX Ronan,assets/players/le-guilloux-ronan.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LE MARQUIER Élisabeth,LE MARQUIER Élisabeth,assets/players/le-marquier-elisabeth.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LE MOAN Annie,LE MOAN Annie,assets/players/le-moan-annie.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LE QUÉAU Gildas,LE QUÉAU Gildas,assets/players/le-queau-gildas.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LE TOUZ Nicolas,LE TOUZ Nicolas,assets/players/le-touz-nicolas.png,assets/flags/fr.png,assets/clubs/grand.png,,#0F766E
LEBOURG Bernard,LEBOURG Bernard,assets/players/lebourg-bernard.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
LEBRAS Alain,LEBRAS Alain,assets/players/lebras-alain.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LECARPENTIER Stéphane,LECARPENTIER Stéphane,assets/players/lecarpentier-stephane.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
LECLAIR Odile,LECLAIR Odile,assets/players/leclair-odile.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LECLERCQ Nicole,LECLERCQ Nicole,assets/players/leclercq-nicole.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
LECLÈRE Christophe,LECLÈRE Christophe,assets/players/leclere-christophe.png,assets/flags/fr.png,assets/clubs/epernay.png,Épernay,#7C3AED
LECOINTRE Marie-Christine,LECOINTRE Marie-Christine,assets/players/lecointre-marie-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
LECOINTRE Marie-Claude,LECOINTRE Marie-Claude,assets/players/lecointre-marie-claude.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
